"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","31P2R1A5","42P1R1A12","44P3R3A6","51P2R2A10","54P2R2A3"
"arsD_2","","Arsenical resistance operon trans-acting repressor ArsD","1","1","1","74","5993","2","524","","365","365","365","","42P1R1A12_05460","","",""
"arsC_5","","Arsenate reductase","1","1","1","74","5992","2","523","","479","479","479","","42P1R1A12_05461","","",""
"group_9400","","hypothetical protein","1","1","1","74","5991","2","522","","353","353","353","","42P1R1A12_05462","","",""
"group_9401","","hypothetical protein","1","1","1","74","5990","2","521","","182","182","182","","42P1R1A12_05463","","",""
"sigE","","ECF RNA polymerase sigma factor SigE","1","1","1","74","5989","2","520","","542","542","542","","42P1R1A12_05464","","",""
"group_9403","","hypothetical protein","1","1","1","74","5988","2","519","","1001","1001","1001","","42P1R1A12_05465","","",""
"group_9404","","hypothetical protein","1","1","1","74","5987","2","518","","230","230","230","","42P1R1A12_05466","","",""
"group_9405","","hypothetical protein","1","1","1","74","5986","2","517","","203","203","203","","42P1R1A12_05467","","",""
"group_9406","","hypothetical protein","1","1","1","74","5985","2","516","","827","827","827","","42P1R1A12_05468","","",""
"group_9407","","hypothetical protein","1","1","1","74","5984","2","515","","1478","1478","1478","","42P1R1A12_05469","","",""
"group_9408","","hypothetical protein","1","1","1","80","42","1091","3","","1532","1532","1532","","42P1R1A12_05482","","",""
"group_9410","thiS","Sulfur carrier protein ThiS","1","1","1","80","6","856","5","","200","200","200","","42P1R1A12_05485","","",""
"group_9411","thiF","Sulfur carrier protein ThiS adenylyltransferase","1","1","1","80","5","856","6","","755","755","755","","42P1R1A12_05486","","",""
"group_9416","zraP","Zinc resistance-associated protein","1","1","1","80","12","862","3","","434","434","434","","42P1R1A12_05496","","",""
"group_9417","","hypothetical protein","1","1","1","80","11","862","8","","128","128","128","","42P1R1A12_05497","","",""
"group_9418","zraS","Sensor protein ZraS","1","1","1","80","10","862","7","","1388","1388","1388","","42P1R1A12_05498","","",""
"group_9419","osmY_3","Osmotically-inducible protein Y","1","1","1","74","10617","1359","1","","314","314","314","","42P1R1A12_05503","","",""
"ygaZ_2","","Inner membrane protein YgaZ","1","1","1","74","10606","738","2","","746","746","746","","42P1R1A12_05514","","",""
"gabR_5","","HTH-type transcriptional regulatory protein GabR","1","1","1","74","10597","738","1","","1358","1358","1358","","42P1R1A12_05523","","",""
"group_9429","stpA","DNA-binding protein StpA","1","1","1","74","10592","693","28","","401","401","401","","42P1R1A12_05527","","",""
"group_9431","ygaP","Inner membrane protein YgaP","1","1","1","74","10587","693","30","","521","521","521","","42P1R1A12_05529","","",""
"group_9432","ybjG_2","Putative undecaprenyl-diphosphatase YbjG","1","1","1","74","10583","693","32","","596","596","596","","42P1R1A12_05531","","",""
"group_9433","acoR","Acetoin catabolism regulatory protein","1","1","1","74","10584","693","33","","1787","1787","1787","","42P1R1A12_05532","","",""
"fimD_8","","Outer membrane usher protein FimD","1","1","1","74","10580","693","23","","2534","2534","2534","","42P1R1A12_05536","","",""
"group_9437","","hypothetical protein","1","1","1","74","10579","693","22","","185","185","185","","42P1R1A12_05537","","",""
"group_9438","chbG","Chitooligosaccharide deacetylase ChbG","1","1","1","74","631","1056","2","","758","758","758","","42P1R1A12_05539","","",""
"group_9442","","hypothetical protein","1","1","1","74","617","710","4","","2042","2042","2042","","42P1R1A12_05548","","",""
"astE","","Succinylglutamate desuccinylase","1","1","1","74","613","710","8","","965","965","965","","42P1R1A12_05551","","",""
"ydjZ_1","","TVP38/TMEM64 family inner membrane protein YdjZ","1","1","1","74","577","710","1","","662","662","662","","42P1R1A12_05557","","",""
"group_9447","ynjB","Protein YnjB","1","1","1","74","585","710","20","","1160","1160","1160","","42P1R1A12_05560","","",""
"group_9448","ynjC","Inner membrane ABC transporter permease protein YnjC","1","1","1","74","584","710","26","","1535","1535","1535","","42P1R1A12_05561","","",""
"group_9449","fbpC2","Fe(3+) ions import ATP-binding protein FbpC 2","1","1","1","74","576","710","25","","632","632","632","","42P1R1A12_05562","","",""
"group_9451","nudG","CTP pyrophosphohydrolase","1","1","1","74","575","710","21","","419","419","419","","42P1R1A12_05565","","",""
"group_9452","","hypothetical protein","1","1","1","74","574","1052","2","","896","896","896","","42P1R1A12_05567","","",""
"group_9453","","hypothetical protein","1","1","1","74","573","1052","3","","332","332","332","","42P1R1A12_05568","","",""
"group_9454","","hypothetical protein","1","1","1","74","572","1052","4","","248","248","248","","42P1R1A12_05569","","",""
"group_9455","","hypothetical protein","1","1","1","74","2340","697","41","","248","248","248","","42P1R1A12_05983","","",""
"group_9457","","hypothetical protein","1","1","1","74","6067","2","563","","98","98","98","","42P1R1A12_05577","","",""
"group_9470","cusF","Cation efflux system protein CusF","1","1","1","74","5980","2","478","","353","353","353","","42P1R1A12_05592","","",""
"silE_2","","Silver-binding protein SilE","1","1","1","74","5979","2","477","","431","431","431","","42P1R1A12_05596","","",""
"group_9474","","hypothetical protein","1","1","1","74","5978","2","465","","350","350","350","","42P1R1A12_05597","","",""
"group_9475","","hypothetical protein","1","1","1","74","6359","2","466","","125","125","125","","42P1R1A12_05598","","",""
"group_9476","","hypothetical protein","1","1","1","74","6360","2","467","","908","908","908","","42P1R1A12_05599","","",""
"group_9477","","hypothetical protein","1","1","1","74","6361","2","468","","1022","1022","1022","","42P1R1A12_05600","","",""
"group_9478","","hypothetical protein","1","1","1","74","6362","2","469","","1562","1562","1562","","42P1R1A12_05601","","",""
"group_9479","vapC","tRNA(fMet)-specific endonuclease VapC","1","1","1","74","6363","2","470","","416","416","416","","42P1R1A12_05602","","",""
"group_9481","uao","Uric acid degradation bifunctional protein","1","1","1","74","3281","2","340","","500","500","500","","42P1R1A12_05606","","",""
"group_9482","hiuH_2","5-hydroxyisourate hydrolase","1","1","1","74","3282","2","336","","326","326","326","","42P1R1A12_05607","","",""
"group_9484","","hypothetical protein","1","1","1","74","3288","2","324","","386","386","386","","42P1R1A12_05613","","",""
"hyuC_3","","N-carbamoyl-L-amino-acid hydrolase","1","1","1","74","3238","712","20","","1232","1232","1232","","42P1R1A12_05623","","",""
"group_9491","","hypothetical protein","1","1","1","74","3234","712","26","","536","536","536","","42P1R1A12_05626","","",""
"group_9492","","hypothetical protein","1","1","1","74","5401","712","18","","317","317","317","","42P1R1A12_05628","","",""
"group_9493","","hypothetical protein","1","1","1","74","5402","712","17","","902","902","902","","42P1R1A12_05629","","",""
"group_9494","","hypothetical protein","1","1","1","76","432","756","18","","629","629","629","","42P1R1A12_05634","","",""
"group_9495","dmlR_18","HTH-type transcriptional regulator DmlR","1","1","1","76","431","756","17","","944","944","944","","42P1R1A12_05635","","",""
"group_9496","leuC_2","3-isopropylmalate dehydratase large subunit","1","1","1","76","430","756","16","","1325","1325","1325","","42P1R1A12_05636","","",""
"leuC_3","","3-isopropylmalate dehydratase large subunit","1","1","1","76","429","756","15","","926","926","926","","42P1R1A12_05637","","",""
"sdcS_3","","Sodium-dependent dicarboxylate transporter SdcS","1","1","1","76","428","756","14","","1259","1259","1259","","42P1R1A12_05638","","",""
"ybhI_3","","Inner membrane protein YbhI","1","1","1","76","442","756","13","","1433","1433","1433","","42P1R1A12_05639","","",""
"ybhH_2","","Putative isomerase YbhH","1","1","1","76","443","756","2","","1055","1055","1055","","42P1R1A12_05640","","",""
"group_9501","oxyR_3","Hydrogen peroxide-inducible genes activator","1","1","1","76","444","756","3","","938","938","938","","42P1R1A12_05641","","",""
"iprA_7","","Inhibitor of hydrogen peroxide resistance","1","1","1","76","454","1047","4","","692","692","692","","42P1R1A12_05651","","",""
"group_9507","","hypothetical protein","1","1","1","76","453","1047","3","","3059","3059","3059","","42P1R1A12_05652","","",""
"group_9508","","hypothetical protein","1","1","1","76","452","1047","2","","794","794","794","","42P1R1A12_05653","","",""
"group_9509","","hypothetical protein","1","1","1","84","3","123","28","","125","125","125","","42P1R1A12_05654","","",""
"group_9510","","hypothetical protein","1","1","1","84","5","123","27","","1445","1445","1445","","42P1R1A12_05656","","",""
"group_9511","","hypothetical protein","1","1","1","84","6","123","26","","722","722","722","","42P1R1A12_05657","","",""
"group_9512","","hypothetical protein","1","1","1","84","7","123","25","","251","251","251","","42P1R1A12_05658","","",""
"group_9513","","hypothetical protein","1","1","1","84","25","123","23","","563","563","563","","42P1R1A12_05660","","",""
"group_9514","","hypothetical protein","1","1","1","84","24","123","22","","248","248","248","","42P1R1A12_05661","","",""
"group_9515","","hypothetical protein","1","1","1","84","23","123","21","","125","125","125","","42P1R1A12_05662","","",""
"group_9516","","hypothetical protein","1","1","1","84","22","123","20","","1067","1067","1067","","42P1R1A12_05663","","",""
"group_9517","","IS3 family transposase ISAs17","1","1","1","84","19","123","17","","236","236","236","","42P1R1A12_05666","","",""
"glgB_2","","1,4-alpha-glucan branching enzyme GlgB","1","1","1","84","18","123","16","","2180","2180","2180","","42P1R1A12_05667","","",""
"glgC_2","","Glucose-1-phosphate adenylyltransferase","1","1","1","84","17","123","15","","1280","1280","1280","","42P1R1A12_05668","","",""
"group_9520","","IS3 family transposase ISEcl1","1","1","1","84","16","123","14","","587","587","587","","42P1R1A12_05669","","",""
"group_9521","","IS3 family transposase ISEcl1","1","1","1","84","15","123","13","","278","278","278","","42P1R1A12_05670","","",""
"group_9522","","hypothetical protein","1","1","1","84","14","123","12","","1082","1082","1082","","42P1R1A12_05671","","",""
"group_9523","","hypothetical protein","1","1","1","84","13","123","11","","482","482","482","","42P1R1A12_05672","","",""
"group_9524","","hypothetical protein","1","1","1","84","12","123","10","","779","779","779","","42P1R1A12_05673","","",""
"group_9525","","hypothetical protein","1","1","1","84","11","123","9","","161","161","161","","42P1R1A12_05674","","",""
"intS_3","","Prophage integrase IntS","1","1","1","84","10","123","8","","1211","1211","1211","","42P1R1A12_05675","","",""
"group_9527","","hypothetical protein","1","1","1","84","9","123","7","","326","326","326","","42P1R1A12_05676","","",""
"group_9528","","hypothetical protein","1","1","1","84","8","123","6","","239","239","239","","42P1R1A12_05677","","",""
"group_9530","","hypothetical protein","1","1","1","79","13","1363","1","","473","473","473","","42P1R1A12_05681","","",""
"group_9532","","hypothetical protein","1","1","1","79","43","1282","1","","368","368","368","","42P1R1A12_05709","","",""
"group_9533","","hypothetical protein","1","1","1","79","1","1294","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","260","260","260","","42P1R1A12_05711","","",""
"group_9536","","hypothetical protein","1","1","1","79","50","873","6","","257","257","257","","42P1R1A12_05722","","",""
"group_9537","","hypothetical protein","1","1","1","74","2577","8","9","","461","461","461","","42P1R1A12_05724","","",""
"group_9538","","hypothetical protein","1","1","1","74","2578","8","10","","1241","1241","1241","","42P1R1A12_05725","","",""
"intS_4","","Prophage integrase IntS","1","1","1","74","2579","8","11","","1184","1184","1184","","42P1R1A12_05726","","",""
"xerC_6","","Tyrosine recombinase XerC","1","1","1","74","2580","8","12","","1190","1190","1190","","42P1R1A12_05727","","",""
"group_9541","","hypothetical protein","1","1","1","74","2581","8","13","","284","284","284","","42P1R1A12_05728","","",""
"group_9542","","hypothetical protein","1","1","1","74","2582","8","14","","1862","1862","1862","","42P1R1A12_05729","","",""
"group_9543","","hypothetical protein","1","1","1","74","2583","8","15","","197","197","197","","42P1R1A12_05730","","",""
"group_9544","","hypothetical protein","1","1","1","74","2584","8","16","","1040","1040","1040","","42P1R1A12_05731","","",""
"group_9545","","hypothetical protein","1","1","1","74","2585","8","17","","377","377","377","","42P1R1A12_05732","","",""
"group_9546","","hypothetical protein","1","1","1","74","2586","8","18","","233","233","233","","42P1R1A12_05733","","",""
"group_9547","","hypothetical protein","1","1","1","74","2587","8","19","","302","302","302","","42P1R1A12_05734","","",""
"group_9548","","hypothetical protein","1","1","1","74","2588","8","20","","209","209","209","","42P1R1A12_05735","","",""
"group_9549","","hypothetical protein","1","1","1","74","2589","8","21","","374","374","374","","42P1R1A12_05736","","",""
"group_9550","","hypothetical protein","1","1","1","74","2590","8","22","","281","281","281","","42P1R1A12_05737","","",""
"group_9551","","hypothetical protein","1","1","1","74","2591","8","23","","815","815","815","","42P1R1A12_05738","","",""
"group_9552","","hypothetical protein","1","1","1","74","2592","8","24","","239","239","239","","42P1R1A12_05739","","",""
