"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","18P3R3A11","37P2R3-2A1","38P2R3A13","47P2R3A6","52P2R3A10","56P2R2A4"
"glmM_2","","Phosphoglucosamine mutase","1","1","1","58","3","559","1","","1337","1337","1337","","","38P2R3A13_08209","","",""
"hscA_2","","Chaperone protein HscA","1","1","1","126","1","631","1","Investigate","1850","1850","1850","","","38P2R3A13_08569","","",""
"sdhA_2","","Succinate dehydrogenase flavoprotein subunit","1","1","1","66","1","558","3","","1766","1766","1766","","","38P2R3A13_08471","","",""
"uspE_2","","Universal stress protein E","1","1","1","30","2","507","4","","950","950","950","","","38P2R3A13_08480","","",""
"folP_2","","Dihydropteroate synthase","1","1","1","58","2","559","2","","848","848","848","","","38P2R3A13_08208","","",""
"leuB_2","","3-isopropylmalate dehydrogenase","1","1","1","167","159","395","2","","1091","1091","1091","","","38P2R3A13_05529","","",""
"thiL_2","","Thiamine-monophosphate kinase","1","1","1","166","7133","434","12","","971","971","971","","","38P2R3A13_07155","","",""
"metL_2","","Bifunctional aspartokinase/homoserine dehydrogenase 2","1","1","1","147","1","606","2","Investigate","2432","2432","2432","","","38P2R3A13_08217","","",""
"rpsT_2","","30S ribosomal protein S20","1","1","1","167","147","505","5","","263","263","263","","","38P2R3A13_08097","","",""
"fadE_2","","Acyl-coenzyme A dehydrogenase","1","1","1","166","6926","422","1","","2444","2444","2444","","","38P2R3A13_06819","","",""
"mreD_2","","Rod shape-determining protein MreD","1","1","1","155","1","598","1","Investigate","488","488","488","","","38P2R3A13_08517","","",""
"rbsA_7","","Ribose import ATP-binding protein RbsA","1","1","1","168","105","435","3","","1505","1505","1505","","","38P2R3A13_07309","","",""
"ribD_2","","Riboflavin biosynthesis protein RibD","1","1","1","166","7121","109","2","","1103","1103","1103","","","38P2R3A13_08042","","",""
"uvrA_2","","UvrABC system protein A","1","1","1","169","104","69","8","","2822","2822","2822","","","38P2R3A13_07632","","",""
"rph_2","","Ribonuclease PH","1","1","1","46","2","583","1","","716","716","716","","","38P2R3A13_08576","","",""
"queA_2","","S-adenosylmethionine:tRNA ribosyltransferase-isomerase","1","1","1","166","5565","596","2","","1070","1070","1070","","","38P2R3A13_08533","","",""
"cra_4","","Catabolite repressor/activator","1","1","1","167","407","526","1","","1007","1007","1007","","","38P2R3A13_07882","","",""
"chaA_2","","Sodium-potassium/proton antiporter ChaA","1","1","1","166","3062","155","3","","1094","1094","1094","","","38P2R3A13_08283","","",""
"mglC_2","","Galactoside transport system permease protein MglC","1","1","1","166","6186","387","23","","1010","1010","1010","","","38P2R3A13_05473","","",""
"can_2","","Carbonic anhydrase 2","1","1","1","167","188","52","7","","662","662","662","","","38P2R3A13_07449","","",""
"hldE_2","","Bifunctional protein HldE","1","1","1","166","1348","107","10","","1430","1430","1430","","","38P2R3A13_06953","","",""
"kup_3","","Low affinity potassium transport system protein kup","1","1","1","168","103","435","1","","1868","1868","1868","","","38P2R3A13_07311","","",""
"group_10667","","hypothetical protein","1","1","1","20","5","501","5","","842","842","842","","","38P2R3A13_07942","","",""
"artJ_2","","ABC transporter arginine-binding protein 1","1","1","1","166","277","78","12","","731","731","731","","","38P2R3A13_07546","","",""
"phoR_2","","Phosphate regulon sensor protein PhoR","1","1","1","166","7090","474","1","","1295","1295","1295","","","38P2R3A13_07716","","",""
"argB_2","","Acetylglutamate kinase","1","1","1","51","3","564","3","","773","773","773","","","38P2R3A13_08316","","",""
"nth_2","","Endonuclease III","1","1","1","166","5085","438","3","","635","635","635","","","38P2R3A13_07735","","",""
"rhtC_4","","Threonine efflux protein","1","1","1","168","501","445","4","","620","620","620","","","38P2R3A13_07495","","",""
"nhaR_2","","Transcriptional activator protein NhaR","1","1","1","167","148","505","3","","899","899","899","","","38P2R3A13_08096","","",""
"zapB_2","","Cell division protein ZapB","1","1","1","9","8","459","6","","239","239","239","","","38P2R3A13_07570","","",""
"mak_3","","Fructokinase","1","1","1","166","7088","474","2","","905","905","905","","","38P2R3A13_07712","","",""
"rsmI_2","","Ribosomal RNA small subunit methyltransferase I","1","1","1","166","1457","41","40","","860","860","860","","","38P2R3A13_06426","","",""
"group_10694","rsmI","Ribosomal RNA small subunit methyltransferase I","1","1","1","166","1692","41","4","","863","863","863","18P3R3A11_04163","","","","",""
"nadK_2","","NAD kinase","1","1","1","166","4289","460","4","","878","878","878","","","38P2R3A13_07951","","",""
"group_107","","hypothetical protein","1","1","1","25","4","525","3","","1289","1289","1289","","","38P2R3A13_08306","","",""
"amtB_2","","Ammonia channel","1","1","1","166","5535","408","13","","1286","1286","1286","","","38P2R3A13_06710","","",""
"tsaE_2","","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE","1","1","1","167","839","30","9","","461","461","461","","","38P2R3A13_06044","","",""
"cysE_3","","Serine acetyltransferase","1","1","1","20","4","501","4","","491","491","491","","","38P2R3A13_07941","","",""
"chbC_2","","PTS system N,N'-diacetylchitobiose-specific EIIC component","1","1","1","166","698","442","9","","1358","1358","1358","","","38P2R3A13_07392","","",""
"rep_3","","ATP-dependent DNA helicase Rep","1","1","1","168","310","437","5","","2024","2024","2024","","","38P2R3A13_06873","","",""
"murA_2","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","1","1","1","52","2","544","1","","1259","1259","1259","","","38P2R3A13_08341","","",""
"actP_2","","Cation/acetate symporter ActP","1","1","1","169","2","62","4","","1649","1649","1649","","","38P2R3A13_06651","","",""
"lolA_4","","Outer-membrane lipoprotein carrier protein","1","1","1","39","2","586","2","","614","614","614","","","38P2R3A13_07873","","",""
"yqaA_2","","Inner membrane protein YqaA","1","1","1","166","4446","666","1","","428","428","428","","","38P2R3A13_08628","","",""
"degP_2","","Periplasmic serine endoprotease DegP","1","1","1","42","3","550","2","","1415","1415","1415","","","38P2R3A13_08334","","",""
"putP_2","","Sodium/proline symporter","1","1","1","166","535","473","5","","1508","1508","1508","","","38P2R3A13_07745","","",""
"rbsC_8","","Ribose import permease protein RbsC","1","1","1","168","106","435","4","","965","965","965","","","38P2R3A13_07308","","",""
"ilvM_2","","Acetolactate synthase isozyme 2 small subunit","1","1","1","168","315","437","2","","263","263","263","","","38P2R3A13_06866","","",""
"group_10760","","IS1595 family transposase ISSsu9","1","1","1","31","1","530","2","","479","479","479","","","38P2R3A13_08456","","",""
"group_10762","uvrD_2","DNA helicase II","1","1","1","168","517","496","1","","2162","2162","2162","","","38P2R3A13_08032","","",""
"livH_5","","High-affinity branched-chain amino acid transport system permease protein LivH","1","1","1","16","3","489","4","","926","926","926","","","38P2R3A13_07962","","",""
"ybeZ_2","","PhoH-like protein","1","1","1","166","1245","494","4","","1046","1046","1046","","","38P2R3A13_08089","","",""
"gltP_2","","Proton/glutamate-aspartate symporter","1","1","1","169","11","384","14","","1313","1313","1313","","","38P2R3A13_05278","","",""
"ispF_2","","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","1","1","1","166","4506","488","4","","479","479","479","","","38P2R3A13_08231","","",""
"ruvB_2","","Holliday junction ATP-dependent DNA helicase RuvB","1","1","1","166","2494","502","1","","1010","1010","1010","","","38P2R3A13_07175","","",""
"queE_2","","7-carboxy-7-deazaguanine synthase","1","1","1","166","4113","468","6","","671","671","671","","","38P2R3A13_07849","","",""
"dedA_2","","Protein DedA","1","1","1","166","5655","439","1","","659","659","659","","","38P2R3A13_07826","","",""
"truA_2","","tRNA pseudouridine synthase A","1","1","1","166","5656","439","2","","812","812","812","","","38P2R3A13_07827","","",""
"prfA_2","","Peptide chain release factor RF1","1","1","1","166","2412","467","3","","1082","1082","1082","","","38P2R3A13_07994","","",""
"cheW_3","","Chemotaxis protein CheW","1","1","1","166","2528","426","1","","503","503","503","","","38P2R3A13_07431","","",""
"group_10819","","hypothetical protein","1","1","1","166","2007","110","14","","560","560","560","","","38P2R3A13_07454","","",""
"ubiX_2","","Flavin prenyltransferase UbiX","1","1","1","166","5667","397","6","","569","569","569","","","38P2R3A13_06505","","",""
"rlmN_2","","Dual-specificity RNA methyltransferase RlmN","1","1","1","81","1","637","1","Investigate","1166","1166","1166","","","38P2R3A13_08643","","",""
"ilvE_2","","Branched-chain-amino-acid aminotransferase","1","1","1","168","316","437","11","","929","929","929","","","38P2R3A13_06867","","",""
"manX_3","","PTS system mannose-specific EIIAB component","1","1","1","89","1","670","1","Investigate","962","962","962","","","38P2R3A13_08652","","",""
"group_10834","","hypothetical protein","1","1","1","166","2440","24","25","","1532","1532","1532","","","38P2R3A13_06065","","",""
"galK_2","","Galactokinase","1","1","1","166","7612","6","17","","1148","1148","1148","","","38P2R3A13_07135","","",""
"gsiD_4","","Glutathione transport system permease protein GsiD","1","1","1","166","96","398","2","","911","911","911","","","38P2R3A13_06173","","",""
"hisJ_3","","Histidine-binding periplasmic protein","1","1","1","166","5669","397","8","","782","782","782","","","38P2R3A13_06503","","",""
"bolA_2","","DNA-binding transcriptional regulator BolA","1","1","1","44","1","552","1","","314","314","314","","","38P2R3A13_08353","","",""
"group_10865","","hypothetical protein","1","1","1","169","229","399","10","","200","200","200","","","38P2R3A13_06654","","",""
"aptA_3","","Apulose-4-phosphate transketolase subunit A","1","1","1","166","6435","397","3","","830","830","830","","","38P2R3A13_06488","","",""
"group_10870","","hypothetical protein","1","1","1","16","4","489","3","","1277","1277","1277","","","38P2R3A13_07963","","",""
"metB_2","","Cystathionine gamma-synthase","1","1","1","147","2","606","1","Investigate","1160","1160","1160","","","38P2R3A13_08218","","",""
"proW_2","","Glycine betaine/proline betaine transport system permease protein ProW","1","1","1","166","4218","8","7","","1064","1064","1064","","","38P2R3A13_06574","","",""
"oppC_2","","Oligopeptide transport system permease protein OppC","1","1","1","166","3118","4","89","","908","908","908","","","38P2R3A13_04323","","",""
"acrB_5","","Multidrug efflux pump subunit AcrB","1","1","1","166","5503","113","10","","3146","3146","3146","","","38P2R3A13_07414","","",""
"group_1089","","hypothetical protein","1","1","1","166","6409","461","5","","494","494","494","","","38P2R3A13_07863","","",""
"lysC_2","","Lysine-sensitive aspartokinase 3","1","1","1","169","152","421","2","","1349","1349","1349","","","38P2R3A13_06627","","",""
"group_10895","","hypothetical protein","1","1","1","44","3","552","3","","578","578","578","","","38P2R3A13_08352","","",""
"yghB_2","","Inner membrane protein YghB","1","1","1","166","1340","26","2","","659","659","659","","","38P2R3A13_05503","","",""
"ybhL_2","","Inner membrane protein YbhL","1","1","1","166","133","388","4","","644","644","644","","","38P2R3A13_05853","","",""
"speA_2","","Biosynthetic arginine decarboxylase","1","1","1","166","1997","49","2","","1976","1976","1976","","","38P2R3A13_06366","","",""
"pasT_2","","Persistence and stress-resistance toxin PasT","1","1","1","166","4294","134","6","","476","476","476","","","38P2R3A13_08677","","",""
"group_1091","","hypothetical protein","1","1","1","166","6412","461","3","","1832","1832","1832","","","38P2R3A13_07865","","",""
"licC_6","","Lichenan permease IIC component","1","1","1","168","66","18","41","","1325","1325","1325","","","38P2R3A13_05703","","",""
"loiP_2","","Metalloprotease LoiP","1","1","1","166","1932","49","32","","758","758","758","","","38P2R3A13_06348","","",""
"ssuD_2","","Alkanesulfonate monooxygenase","1","1","1","166","432","466","6","","1145","1145","1145","","","38P2R3A13_07776","","",""
"fadA_2","","3-ketoacyl-CoA thiolase","1","1","1","168","363","114","12","","1163","1163","1163","","","38P2R3A13_07300","","",""
"ftsE_2","","Cell division ATP-binding protein FtsE","1","1","1","138","1","653","2","Investigate","665","665","665","","","38P2R3A13_08578","","",""
"sucB_2","","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","1","1","1","121","1","634","1","Investigate","1226","1226","1226","","","38P2R3A13_08636","","",""
"bfd_2","","Bacterioferritin-associated ferredoxin","1","1","1","171","32","524","3","","194","194","194","","","38P2R3A13_08551","","",""
"xanP_2","","Xanthine permease XanP","1","1","1","168","35","450","4","","1391","1391","1391","","","38P2R3A13_07085","","",""
"nagB_2","","Glucosamine-6-phosphate deaminase","1","1","1","166","7545","199","1","","800","800","800","","","38P2R3A13_08264","","",""
"ptsP_2","","Phosphoenolpyruvate-dependent phosphotransferase system","1","1","1","166","4583","409","2","","2246","2246","2246","","","38P2R3A13_06246","","",""
"rpe_3","","Ribulose-phosphate 3-epimerase","1","1","1","169","218","404","2","","677","677","677","","","38P2R3A13_07191","","",""
"rlmM_2","","Ribosomal RNA large subunit methyltransferase M","1","1","1","21","4","486","3","","1100","1100","1100","","","38P2R3A13_08134","","",""
"algC_2","","Phosphomannomutase/phosphoglucomutase","1","1","1","166","5765","14","87","","1370","1370","1370","","","38P2R3A13_05344","","",""
"cutA_2","","Divalent-cation tolerance protein CutA","1","1","1","167","786","521","2","","323","323","323","","","38P2R3A13_08116","","",""
"hinT_2","","Purine nucleoside phosphoramidase","1","1","1","166","622","12","35","","359","359","359","","","38P2R3A13_05380","","",""
"pfkA_2","","ATP-dependent 6-phosphofructokinase isozyme 1","1","1","1","170","80","482","5","","962","962","962","","","38P2R3A13_08073","","",""
"chbA_4","","PTS system N,N'-diacetylchitobiose-specific EIIA component","1","1","1","168","64","18","39","","302","302","302","","","38P2R3A13_05705","","",""
